"Workshop","Workstream","BusinessOwner","Priority","FitGapDecision","DecisionStatus","ScopeItem","TestScript","TenantEvidence","OpenQuestions","KeyValidation","RiskFlag","FollowUpAction","ProcessFamily","Source","Subprocess","AppId","AppName","AppType","Role","ReleaseAnchor","PublicCloud2602","Catalog","Component","UsageType","MexicoRelevant","SourceValidationStatus","SourceFile"
"O2C delivery, picking and logistics handoff","Lead-to-Cash / Order-to-Cash","Logistics Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Picking","F0868","Pick Outbound Delivery","Transactional","Shipping Specialist","S32PCE","Si","SAP_LE_BC_OBDLV_PROC","LE-SHP-FIO-NAT","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"L2C/O2C commercial document flow","Lead-to-Cash / Order-to-Cash","Sales / Billing Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Precio esperado","F2713","Manage Sales Documents with Customer-Expected Price","Transactional","Internal Sales Representative","S32PCE","Si","SAP_SD_BC_SO_PROC_OP","SD-ANA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C billing, returns and credit memo","Lead-to-Cash / Order-to-Cash","Sales / Billing Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Preliminary billing","F2875","Manage Preliminary Billing Documents","Transactional","Billing Clerk","S32PCE","Si","SAP_SD_BC_PRE_BIL_DOC","SD-BIL-PBD","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C billing, returns and credit memo","Lead-to-Cash / Order-to-Cash","Sales / Billing Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Preliminary billing","F2876","Create Preliminary Billing Documents","Transactional","Billing Clerk","S32PCE","Si","SAP_SD_BC_PRE_BIL_DOC","SD-BIL-PBD","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C billing, returns and credit memo","Lead-to-Cash / Order-to-Cash","Sales / Billing Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Preliminary billing jobs","F4563","Schedule Creation of Preliminary Billing Documents","Transactional","Billing Clerk","S32PCE","Si","SAP_SD_BC_BIL_SCHEDULE","SD-BIL-PBD","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C receivables, payments, disputes and collections","Lead-to-Cash / Order-to-Cash","Finance AR / Treasury Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Receivables","F0106A","Process Receivables (Version 2)","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_DOC_PROC","FIN-FIO-CCD-COL","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C revenue accounting handoff","Lead-to-Cash / Order-to-Cash","Finance R2R Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Revenue accounting","F3882","Revenue Schedule","Transactional","Revenue Accountant","S32PCE","Si","SAP_SFIN_BC_FARR_RA_CONTRT","FI-RA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C revenue accounting handoff","Lead-to-Cash / Order-to-Cash","Finance R2R Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Revenue issue","F4185","Manage Revenue Recognition Issues - Sales Orders","Transactional","Cost Accountant - Sales","S32PCE","Si","SAP_SFIN_BC_SA_PER_SAO","CO-PC-OBJ-EBR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C delivery, picking and logistics handoff","Lead-to-Cash / Order-to-Cash","Logistics Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Scheduling entrega","F2228","Schedule Delivery Creation","Transactional","Shipping Specialist","S32PCE","Si","SAP_LE_BC_OBDLV_PROC","LE-SHP-GF-JS","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C receivables, payments, disputes and collections","Lead-to-Cash / Order-to-Cash","Finance AR / Treasury Owner","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Total receivables","F1748","Total Receivables (S/4HANA)","Analytical","Accounts Receivable Manager","S32PCE","Si","SAP_SFIN_BC_AR_ANALYTICS","FI-FIO-AR-ANA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"R2R accounts payable and payment operations","Record-to-Report","Finance AP Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","AP line items","F0712","Manage Supplier Line Items","Transactional","Accounts Payable Accountant","S32PCE","Si","SAP_SFIN_BC_AP_DOC_PROC","FI-FIO-AP-IS","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R general ledger, close and controls","Record-to-Report","Finance AP Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","AP periodic jobs","F2257","Schedule Accounts Payable Jobs","Transactional","Accounts Payable Accountant","S32PCE","Si","SAP_SFIN_BC_AP_PERIOD_ACT","FI-FIO-AP-IS","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R accounts receivable and correspondence","Record-to-Report","Finance AR / Treasury Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","AR dunning","F2435","My Dunning Proposals","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_DUNNING","FI-FIO-AR","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R accounts receivable and correspondence","Record-to-Report","Process Owner + Security Lead","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","AR dunning fallback","F150","Create Dunning Notices","SAP GUI","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_DUNNING","FI-AP-AP-B","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R accounts receivable and correspondence","Record-to-Report","Finance AR / Treasury Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","AR line items","F0711","Manage Customer Line Items","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_DOC_PROC","FI-FIO-AR-IS","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R general ledger, close and controls","Record-to-Report","Finance AR / Treasury Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","AR periodic jobs","F2366","Schedule Accounts Receivable Jobs","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_PERIODICACT","FI-FIO-AR-IS","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R banking, payments and cash operations","Record-to-Report","Finance AP Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Automatic payments","F0770","Manage Automatic Payments","Transactional","Accounts Payable Accountant","S32PCE","Si","SAP_SFIN_BC_AP_PAY_PROC","FI-FIO-AP-PAY","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R banking, payments and cash operations","Record-to-Report","Process Owner + Security Lead","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Is this app available for the target edition, scope item and tenant roles?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Automatic payments fallback","F110","Schedule Automatic Payments","SAP GUI","Other","S32PCE","No / validar","SAP_SFIN_BC_APAR_OPER","FI-AP-AP-B","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R banking, payments and cash operations","Record-to-Report","Process Owner + Security Lead","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Is this app available for the target edition, scope item and tenant roles?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Automatic payments fallback","F110S","Schedule Automatic Payments Periodically","SAP GUI","Other","S32PCE","No / validar","SAP_SFIN_BC_APAR_PAYM","FI-AP-AP-B","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R banking, payments and cash operations","Record-to-Report","Finance AR / Treasury Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Bank account management","F1366A","Manage Bank Accounts","Transactional","Cash Manager","S32PCE","Si","SAP_SFIN_BC_CM_BAM_BASIC","FIN-FSCM-CLM-BAM","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R banking, payments and cash operations","Record-to-Report","Finance AR / Treasury Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Bank master / house bank","F1574A","Manage Banks - Cash Management","Transactional","Cash Manager","S32PCE","Si","SAP_SFIN_BC_CM_BAM_BASIC","FIN-FSCM-CLM-BAM","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R banking, payments and cash operations","Record-to-Report","Master Data Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Bank master data","F6437","Manage Banks - Master Data","Transactional","Master Data Specialist - Bank Data","S32PCE","Si","SAP_CA_BC_BNK","CA-BK-BNK","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R banking, payments and cash operations","Record-to-Report","Process Owner + Security Lead","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Bank statement exception handling","FEB_BSPROC","Reprocess Bank Statement Items - FEB_BSPROC","SAP GUI","Other","S32PCE","Si","SAP_SFIN_BC_BA_BANKSTAT","FI-BL-PT-BA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R general ledger, close and controls","Record-to-Report","Process Owner + Security Lead","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Is this app available for the target edition, scope item and tenant roles?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Clearing by ledger group","FB1SL","Clear G/L Accounts - For Ledger Group","SAP GUI","General Ledger Accountant","S32PCE","No / validar","SAP_SFIN_BC_GL_JE_CLRING","FI-GL-GL-A","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R general ledger, close and controls","Record-to-Report","Process Owner + Security Lead","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Is this app available for the target edition, scope item and tenant roles?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Clearing fallback","F-03","Clear G/L Accounts","SAP GUI","Other","S32PCE","No / validar","Without Catalog Assignment","FI-AP-AP-B","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R accounts receivable and correspondence","Record-to-Report","Finance AR / Treasury Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Correspondence","F0744A","Create Correspondence (Version 2)","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_APAR_CORR","FI-FIO-AR-IS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R general ledger, close and controls","Record-to-Report","Process Owner + Security Lead","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Foreign currency valuation","FAGL_FCV","Perform Foreign Currency Valuation","SAP GUI","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_CLOSING","FI-GL-GL-G","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R general ledger, close and controls","Record-to-Report","Finance R2R Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","GL master data","F0731A","Manage G/L Account Master Data (Version 2)","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_MD_COA","FI-FIO-GL-MD","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R general ledger, close and controls","Record-to-Report","Finance R2R Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Journal entry","F0717","Manage Journal Entries","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_JE_PROC","FI-FIO-GL-TRA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R general ledger, close and controls","Record-to-Report","Finance R2R Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Journal entry","F0717A","Manage Journal Entries - New Version","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_JE_PROC","FI-FIO-GL-TRA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R general ledger, close and controls","Record-to-Report","Finance R2R Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Journal entry","F0718","Post General Journal Entries","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_JE_PROC","FI-FIO-GL-TRA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R general ledger, close and controls","Record-to-Report","Finance R2R Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Journal entry upload","F2548","Upload General Journal Entries","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_JE_PROC","FI-FIO-GL-TRA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R general ledger, close and controls","Record-to-Report","Finance R2R Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Journal entry verification","F2547A","Verify General Journal Entries - New Version","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_PARKDCPRE","FI-FIO-GL","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"R2R general ledger, close and controls","Record-to-Report","Finance R2R Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Record-to-Report","R2R/FI","Journal entry verification","F2728","Verify Journal Entries in General Ledger - For Processor (Inbox)","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_PARKDCPST","FI-FIO-GL-TRA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
