"TraceabilityId","ProcessFamily","ProcessStage","ScopeItemCandidate","ScopeItemId","FioriAppId","FioriAppName","BusinessRole","BusinessCatalog","TechnicalCatalog","ApplicationComponent","ApiOrArtifactId","ApiOrArtifactType","ApiOrArtifactName","BtpService","BtpServicePlan","BtpMission","SignavioProcess","SignavioVariant","DeploymentModel","ReleaseAnchor","CountryOverlay","MexicoComplianceCue","SourceSystem","SourceUrl","SourceQuery","SourceRetrievedOn","EvidenceLevel","ValidationStatus","RefreshRequiredBeforeUse","OpenGaps","Owner","NextAction","Notes"
"SCI-TRACE-0266","Lead-to-Cash / Order-to-Cash","Precio esperado","Sales order management and commercial controls","TBD - validate in SAP Process Navigator / tenant","F2713","Manage Sales Documents with Customer-Expected Price","Internal Sales Representative","SAP_SD_BC_SO_PROC_OP","TBD","SD-ANA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2713","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Sales / Billing Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"SCI-TRACE-0267","Lead-to-Cash / Order-to-Cash","Preliminary billing","Sales order management and commercial controls","TBD - validate in SAP Process Navigator / tenant","F2875","Manage Preliminary Billing Documents","Billing Clerk","SAP_SD_BC_PRE_BIL_DOC","TBD","SD-BIL-PBD","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2875","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Sales / Billing Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"SCI-TRACE-0268","Lead-to-Cash / Order-to-Cash","Preliminary billing","Sales order management and commercial controls","TBD - validate in SAP Process Navigator / tenant","F2876","Create Preliminary Billing Documents","Billing Clerk","SAP_SD_BC_PRE_BIL_DOC","TBD","SD-BIL-PBD","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2876","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Sales / Billing Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"SCI-TRACE-0269","Lead-to-Cash / Order-to-Cash","Preliminary billing jobs","Sales order management and commercial controls","TBD - validate in SAP Process Navigator / tenant","F4563","Schedule Creation of Preliminary Billing Documents","Billing Clerk","SAP_SD_BC_BIL_SCHEDULE","TBD","SD-BIL-PBD","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F4563","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Sales / Billing Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"SCI-TRACE-0270","Lead-to-Cash / Order-to-Cash","Receivables","Accounts receivable, collections and payment processing","TBD - validate in SAP Process Navigator / tenant","F0106A","Process Receivables (Version 2)","Accounts Receivable Accountant","SAP_SFIN_BC_AR_DOC_PROC","TBD","FIN-FIO-CCD-COL","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F0106A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Sales / Billing Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"SCI-TRACE-0271","Lead-to-Cash / Order-to-Cash","Revenue accounting","Sales analytics and controls","TBD - validate in SAP Process Navigator / tenant","F3882","Revenue Schedule","Revenue Accountant","SAP_SFIN_BC_FARR_RA_CONTRT","TBD","FI-RA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F3882","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Sales / Billing Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"SCI-TRACE-0272","Lead-to-Cash / Order-to-Cash","Revenue issue","Sales order management and commercial controls","TBD - validate in SAP Process Navigator / tenant","F4185","Manage Revenue Recognition Issues - Sales Orders","Cost Accountant - Sales","SAP_SFIN_BC_SA_PER_SAO","TBD","CO-PC-OBJ-EBR","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F4185","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Sales / Billing Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"SCI-TRACE-0273","Lead-to-Cash / Order-to-Cash","Scheduling entrega","Outbound delivery and transportation","TBD - validate in SAP Process Navigator / tenant","F2228","Schedule Delivery Creation","Shipping Specialist","SAP_LE_BC_OBDLV_PROC","TBD","LE-SHP-GF-JS","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2228","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Sales / Billing Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"SCI-TRACE-0274","Lead-to-Cash / Order-to-Cash","Total receivables","Accounts receivable, collections and payment processing","TBD - validate in SAP Process Navigator / tenant","F1748","Total Receivables (S/4HANA)","Accounts Receivable Manager","SAP_SFIN_BC_AR_ANALYTICS","TBD","FI-FIO-AR-ANA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F1748","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Sales / Billing Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"SCI-TRACE-0275","Plan-to-Produce","Actual costing","Product costing and production accounting","TBD - validate in SAP Process Navigator / tenant","F6073","Display Actual Costing Result","Cost Accountant - Inventory","SAP_SFIN_BC_IA_AC_REP","TBD","CO-FIO-ACT","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F6073","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0276","Plan-to-Produce","ATP production/planned orders","Material requirements planning and production planning","TBD - validate in SAP Process Navigator / tenant","F3456","Schedule ATP Run for Production/Planned Orders","Others","SAP_SCM_BC_PRODN_ORD_MGMT","TBD","PP-SFC","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F3456","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0277","Plan-to-Produce","Batch management","Inventory management and production goods movements","TBD - validate in SAP Process Navigator / tenant","F2462","Manage Batches","Inventory Manager","SAP_SCM_BC_BATCH_MGMT","TBD","LO-BM-FIO","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2462","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0278","Plan-to-Produce","Costs by work center","Manufacturing execution and confirmations","TBD - validate in SAP Process Navigator / tenant","F3331","Analyze Costs by Work Center/Operation","Cost Accountant - Production","SAP_SFIN_BC_PRD_PB_REP","TBD","CO-FIO-OBJ-IS","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F3331","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0279","Plan-to-Produce","Defects","Quality management in production","TBD - validate in SAP Process Navigator / tenant","F2929","Record Defects","Quality Technician","SAP_QM_BC_DEFECT","TBD","QM-QN-DEF","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2929","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0280","Plan-to-Produce","External requirements","Material requirements planning and production planning","TBD - validate in SAP Process Navigator / tenant","F0250","Manage External Requirements","Production Planner","SAP_SCM_BC_MRPCOCKPIT","TBD","PP-FIO-MRP","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F0250","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0281","Plan-to-Produce","Forecast to PIR","Material requirements planning and production planning","TBD - validate in SAP Process Navigator / tenant","F2579","Schedule Copy Total Forecast Runs","Production Planner","SAP_SCM_BC_FCDM_MAINTAIN","TBD","PP-MP-DEM","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2579","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0282","Plan-to-Produce","Goods movement fallback","Inventory management and production goods movements","TBD - validate in SAP Process Navigator / tenant","MIGO","Goods Movement, Post Goods Movement","Other","SAP_MM_BC_IM_PROCESS","TBD","MM-IM","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","MIGO","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0283","Plan-to-Produce","GR process order","Manufacturing execution and confirmations","TBD - validate in SAP Process Navigator / tenant","F6352","Post Goods Receipt for Process Order","Warehouse Clerk","SAP_MM_BC_IM_GR_PROCESS","TBD","MM-FIO-IM-SGM","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F6352","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0284","Plan-to-Produce","GR production order","Manufacturing execution and confirmations","TBD - validate in SAP Process Navigator / tenant","F3110","Post Goods Receipt for Production Order","Warehouse Clerk","SAP_MM_BC_IM_GR_PROCESS","TBD","MM-FIO-IM-SGM","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F3110","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0285","Plan-to-Produce","Inspection lot analytics","Quality management in production","TBD - validate in SAP Process Navigator / tenant","F3239","Inspection Lot Analytics","Quality Manager","SAP_QM_BC_ANALYTICS","TBD","QM-QC-IS","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F3239","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0286","Plan-to-Produce","Inspection lot detailed analytics","Quality management in production","TBD - validate in SAP Process Navigator / tenant","F3273","Inspection Lot Detailed Analytics","Quality Manager","SAP_QM_BC_ANALYTICS","TBD","QM-QC-IS","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F3273","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0287","Plan-to-Produce","Inspection lots","Quality management in production","TBD - validate in SAP Process Navigator / tenant","F2343","Manage Inspection Lots","Quality Technician","SAP_QM_BC_INSPECTION_LOT","TBD","QM-FIO-IM","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2343","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0288","Plan-to-Produce","Inspection lots fallback","Quality management in production","TBD - validate in SAP Process Navigator / tenant","QA32","Process Inspection Lots - Worklist","Other","SAP_QM_BC_INSP_LOT_MNTRG","TBD","QM-PT-BD","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","QA32","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0289","Plan-to-Produce","Inspection results","Quality management in production","TBD - validate in SAP Process Navigator / tenant","F1685A","Record Inspection Results (Version 2)","Quality Technician","SAP_QM_BC_RESULT_RECG","TBD","QM-FIO","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F1685A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0290","Plan-to-Produce","Inspection results fallback","Quality management in production","TBD - validate in SAP Process Navigator / tenant","QE51N","Record Inspection Results - Hierarchical Worklist","Other","SAP_QM_BC_RESULT_RECG","TBD","QM-IM-RR","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","QE51N","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0291","Plan-to-Produce","Inspection results table","Quality management in production","TBD - validate in SAP Process Navigator / tenant","F3365","Record Inspection Results in Table Form","Quality Technician","SAP_QM_BC_RESULT_RECG","TBD","QM-IM-RR","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F3365","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0292","Plan-to-Produce","Internal requirements","Material requirements planning and production planning","TBD - validate in SAP Process Navigator / tenant","F0270","Manage Internal Requirements","Production Planner","SAP_SCM_BC_MRPCOCKPIT","TBD","PP-FIO-MRP","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F0270","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0293","Plan-to-Produce","Kanban board","Manufacturing planning and controls","TBD - validate in SAP Process Navigator / tenant","F4630","Kanban Board","Production Planner - Lean Manufacturing","SAP_SCM_BC_KNBN_MNTRG","TBD","PP-KAB-FIO","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F4630","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0294","Plan-to-Produce","Kanban monitoring","Manufacturing planning and controls","TBD - validate in SAP Process Navigator / tenant","F5723","Monitor Kanban Containers","Production Supervisor - Lean Manufacturing","SAP_SCM_BC_KNBN_MNTRG","TBD","PP-KAB-FIO","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F5723","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"SCI-TRACE-0295","Plan-to-Produce","Kanban status","Manufacturing planning and controls","TBD - validate in SAP Process Navigator / tenant","F3717","Set Kanban Container Status","Production Operator - Lean Manufacturing","SAP_SCM_BC_KNBN_CNTNR_PROC","TBD","PP-KAB-FIO","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F3717","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Manufacturing / Supply Chain Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
