"ProcessFamily","Source","Workshop","Subprocess","AppId","AppName","ScopeItemId","ScopeItemCandidate","ScopeItemConfidence","SAPBestPracticesValidation","TenantScopeValidation","TestScriptReference","BusinessOwner","FitGapDecision","DecisionStatus","PublicCloud2602","BusinessCatalog","Component","SourceFile"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","L2C/O2C commercial document flow","Credito","F2541","Analyze Credit Exposure","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Customer Service Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_CR_ANALYTICS","FI-FIO-AR-ANA","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","L2C/O2C commercial document flow","Credito","F4596","Manage Credit Accounts","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Customer Service Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_CR_CREDIT_ACC","FIN-FIO-CCD-CR","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","L2C/O2C commercial document flow","Credito datos","F4825","Display Credit Account Data","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Customer Service Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_CR_DISP_DATA","FIN-FIO-CCD","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","L2C/O2C commercial document flow","Credito decision","F5587","Manage Documented Credit Decisions","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Customer Service Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_CR_CASES","FIN-FIO-CCD-CR","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","L2C/O2C commercial document flow","Credito exposure","F4826","Display Credit Exposure","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Customer Service Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_CR_CREDIT_ACC","FIN-FIO-CCD","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","L2C/O2C commercial document flow","Credito jobs","F3748","Schedule Credit Management Jobs","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Customer Service Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_CR_PERIODC_ACT","FIN-FIO-CCD","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","L2C/O2C commercial document flow","Credito limit request","F5602","Manage Credit Limit Requests","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Customer Service Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_CR_CASES","FIN-FIO-CCD-CR","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","L2C/O2C commercial document flow","Credito log","F2162","Display Credit Management Log","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Customer Service Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_CR_DISP_DATA","FIN-FIO-CCD","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","L2C/O2C commercial document flow","Customer balances","F0703A","Display Customer Balances (Version 2)","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Customer Service Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AR_DOC_PROC","FI-FIO-AR-IS","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","L2C/O2C commercial document flow","Customer line items","F0711","Manage Customer Line Items","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Customer Service Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AR_DOC_PROC","FI-FIO-AR-IS","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","L2C/O2C commercial document flow","Customer line items fallback","FBL5N","Manage Customer Line Items - FBL5N","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Customer Service Owner","TBD - standard first","Open","No / validar","Without Catalog Assignment","FI-GL-IS","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","L2C/O2C commercial document flow","Customer list","F2640","Display Customer List","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Customer Service Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AR_DOC_PROC","FI-FIO-AR-IS","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","L2C/O2C commercial document flow","Customer master","F0046A","Customer Master FactSheets","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Customer Service Owner","TBD - standard first","Open","Si","SAP_CMD_BC_CUSTOMER_DSP","LO-MD-FIO-CM","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","L2C/O2C commercial document flow","Customer master","F0850A","Manage Customer Master Data","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Customer Service Owner","TBD - standard first","Open","Si","SAP_CMD_BC_CUSTOMER_MAINT","LO-MD-FIO-CM","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","L2C/O2C commercial document flow","Customer material","F2499","Manage Customer Materials","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Customer Service Owner","TBD - standard first","Open","Si","SAP_SD_BC_MD_MANAGE","SD-MD-AM-CMI","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C billing, returns and credit memo","Devolucion create","F2651","Manage Customer Returns - Create","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Billing Owner","TBD - standard first","Open","Si","SAP_SD_BC_RETURNS_PROC","SD-SLS-RE","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C billing, returns and credit memo","Devolucion refund","F2652","Manage Customer Returns - Refund","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Billing Owner","TBD - standard first","Open","Si","SAP_SD_BC_RETURNS_PROC","SD-SLS-RE","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C billing, returns and credit memo","Devoluciones","F1708","Manage Customer Returns","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Billing Owner","TBD - standard first","Open","Si","SAP_SD_BC_RETURNS_PROC","SD-SLS-RE","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C billing, returns and credit memo","Devoluciones","F4832","Manage Customer Returns - Version 2","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Billing Owner","TBD - standard first","Open","Si","SAP_SD_BC_RETURNS_PROC","SD-SLS-RE","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C receivables, payments, disputes and collections","Disputes","F0702A","Manage Dispute Cases (Version 2)","TBD - validate in SAP Process Navigator / tenant","Accounts receivable, collections and payment processing","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance AR / Treasury Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AR_DISPUTE_RES","FIN-FIO-CCD-COL","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C receivables, payments, disputes and collections","Disputes aging","F2540","Overdue Receivables in Dispute","TBD - validate in SAP Process Navigator / tenant","Accounts receivable, collections and payment processing","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance AR / Treasury Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AR_DM_ANALYTIC","FI-FIO-AR","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C receivables, payments, disputes and collections","Disputes analytics","F1752","Open Disputes","TBD - validate in SAP Process Navigator / tenant","Accounts receivable, collections and payment processing","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance AR / Treasury Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AR_DM_ANALYTIC","FIN-FIO-CCD","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C receivables, payments, disputes and collections","Disputes analytics","F2521","Solved Disputes","TBD - validate in SAP Process Navigator / tenant","Accounts receivable, collections and payment processing","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance AR / Treasury Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AR_DM_ANALYTIC","FIN-FIO-CCD","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C receivables, payments, disputes and collections","Disputes analytics","F2522","Processing Days of Open Disputes","TBD - validate in SAP Process Navigator / tenant","Accounts receivable, collections and payment processing","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance AR / Treasury Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AR_DM_ANALYTIC","FIN-FIO-CCD","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C receivables, payments, disputes and collections","Disputes analytics","F2523","New Versus Solved Disputes","TBD - validate in SAP Process Navigator / tenant","Accounts receivable, collections and payment processing","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance AR / Treasury Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AR_DM_ANALYTIC","FIN-FIO-CCD","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C receivables, payments, disputes and collections","Disputes jobs","F3578","Schedule Dispute Management Jobs","TBD - validate in SAP Process Navigator / tenant","Accounts receivable, collections and payment processing","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance AR / Treasury Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AR_DM_PERIOACT","FIN-FIO-CCD","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C receivables, payments, disputes and collections","Disputes proposals","F5999","Manage Assignment Proposals for Dispute Cases","TBD - validate in SAP Process Navigator / tenant","Accounts receivable, collections and payment processing","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance AR / Treasury Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AR_DM_REPROC","FIN-FIO-CCD-COL","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C analytics and controls","Dunning","F2328","Display Dunning History","TBD - validate in SAP Process Navigator / tenant","Sales analytics and controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Billing Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AR_DUNNING","FI-FIO-AR","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C analytics and controls","Dunning","F2435","My Dunning Proposals","TBD - validate in SAP Process Navigator / tenant","Sales analytics and controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Billing Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AR_DUNNING","FI-FIO-AR","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C analytics and controls","Dunning analytics","F1742","Dunning Level Distribution (S/4HANA)","TBD - validate in SAP Process Navigator / tenant","Sales analytics and controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Billing Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AR_ANALYTICS","FI-FIO-AR-ANA","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C analytics and controls","Entrega","F0867A","Manage Outbound Deliveries","TBD - validate in SAP Process Navigator / tenant","Sales analytics and controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Billing Owner","TBD - standard first","Open","Si","SAP_LE_BC_OBDLV_PROC","LE-SHP-FIO","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","L2C/O2C commercial document flow","Entrega","F0869A","Create Outbound Deliveries - From Sales Orders","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Customer Service Owner","TBD - standard first","Open","Si","SAP_LE_BC_OBDLV_PROC","LE-SHP-FIO","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C delivery, logistics and Carta Porte touchpoints","Entrega","F3487","Create Delivery with Reference to Sales Order","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Logistics / Shipping Owner","TBD - standard first","Open","Si","SAP_LE_BC_OBDLV_PROC","LE-SHP-FIO","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C delivery, logistics and Carta Porte touchpoints","Entrega fact sheet","F0233A","Outbound Delivery (S/4HANA)","TBD - validate in SAP Process Navigator / tenant","Outbound delivery and transportation","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Logistics / Shipping Owner","TBD - standard first","Open","Si","SAP_LE_BC_OBDLV_DISPLAY","LE-SHP-FIO-OBP","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C delivery, logistics and Carta Porte touchpoints","Entrega fallback","VL01N","Create Outbound Delivery - With Order Reference","TBD - validate in SAP Process Navigator / tenant","Outbound delivery and transportation","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Logistics / Shipping Owner","TBD - standard first","Open","Si","SAP_LE_BC_OD_PROC","LE-SHP-GF","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C billing, returns and credit memo","Entrega fallback","VL02N","Change Outbound Delivery, Change Returns Delivery","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Billing Owner","TBD - standard first","Open","Si","SAP_LE_BC_OD_PROC","LE-SHP-GF","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C billing, returns and credit memo","Entrega fallback","VL03N","Display Outbound Delivery, Display Returns Delivery","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Billing Owner","TBD - standard first","Open","Si","SAP_LE_BC_OBDLV_DISPLAY","LE-SHP-GF","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","L2C/O2C commercial document flow","Excepciones fulfillment","F0029A","Sales Order Fulfillment Issues (Version 2)","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Customer Service Owner","TBD - standard first","Open","Si","SAP_SD_BC_SLS_ORD_MNTRG","SD-FIO-HBA","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C billing, returns and credit memo","Factura fact sheet","F1901","Billing Document","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Billing Owner","TBD - standard first","Open","Si","SAP_SD_BC_BIL_DOC_DISPL","SD-FIO-BIL","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C billing, returns and credit memo","Facturacion","F0797","Manage Billing Documents","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Billing Owner","TBD - standard first","Open","Si","SAP_SD_BC_BIL_DOC","SD-FIO-BIL","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C billing, returns and credit memo","Facturacion","F0798","Create Billing Documents","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Billing Owner","TBD - standard first","Open","Si","SAP_SD_BC_BIL_DOC","SD-FIO-BIL","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C billing, returns and credit memo","Facturacion fallback","VF01","Create Billing Documents, Create Billing Documents - VF01","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Billing Owner","TBD - standard first","Open","Si","SAP_SD_BC_BIL_DOC","SD-BIL","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C billing, returns and credit memo","Facturacion fallback","VF02","Change Billing Documents","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Billing Owner","TBD - standard first","Open","Si","SAP_SD_BC_BIL_DOC","SD-BIL","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C billing, returns and credit memo","Facturacion fallback","VF03","Display Billing Documents","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Billing Owner","TBD - standard first","Open","Si","SAP_SD_BC_BIL_DOC_DISPL","SD-BIL","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C billing, returns and credit memo","Facturacion fallback","VF04","Create Billing Documents - VF04, Maintain Billing Due List","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Billing Owner","TBD - standard first","Open","Si","SAP_SD_BC_BIL_DOC","SD-BIL","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","L2C/O2C commercial document flow","Fulfillment","F2577","Track Sales Orders (S/4HANA)","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Customer Service Owner","TBD - standard first","Open","Si","SAP_SD_BC_SLS_ORD_TRACKING","SD-FIO-HBA","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","L2C/O2C commercial document flow","Fulfillment detalle","F2981","Track Sales Order Details","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Customer Service Owner","TBD - standard first","Open","Si","SAP_SD_BC_SLS_ORD_TRACKING","SD-FIO-HBA","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C receivables, payments, disputes and collections","Future receivables","F1744","Future Receivables (S/4HANA)","TBD - validate in SAP Process Navigator / tenant","Accounts receivable, collections and payment processing","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance AR / Treasury Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AR_ANALYTICS","FI-FIO-AR-ANA","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
